,Unnamed: 0,Num.,Event,Date,Time
30319,30320,30320,Program 1 Dry Contact Uit,2019-12-11 07:09:00,07:09
30320,30321,30321,Program 1 Dry Contact Aan,2019-12-11 07:11:00,07:11
30321,30322,30322,Program 1 Dry Contact Uit,2019-12-11 07:12:00,07:12
30322,30323,30323,Program 1 Dry Contact Aan,2019-12-11 07:18:00,07:18
30323,30324,30324,Program 1 Dry Contact Uit,2019-12-11 07:19:00,07:19
30324,30325,30325,Program 1 Dry Contact Aan,2019-12-11 07:21:00,07:21
30325,30326,30326,Program 1 Dry Contact Uit,2019-12-11 07:22:00,07:22
30326,30328,30328,Program 1 Dry Contact Uit,2019-12-11 07:28:00,07:28
30327,30327,30327,Program 1 Dry Contact Aan,2019-12-11 07:28:00,07:28
30328,30329,30329,Program 1 Dry Contact Aan,2019-12-11 07:38:00,07:38
30329,30330,30330,Program 1 Dry Contact Uit,2019-12-11 07:39:00,07:39
30330,30331,30331,Program 1 Dry Contact Aan,2019-12-11 07:48:00,07:48
30331,30332,30332,Program 1 Dry Contact Uit,2019-12-11 07:49:00,07:49
30332,30333,30333,Program 1 Dry Contact Aan,2019-12-11 07:54:00,07:54
30333,30334,30334,Program 1 Dry Contact Uit,2019-12-11 07:55:00,07:55
30334,30335,30335,Program 1 Dry Contact Aan,2019-12-11 08:03:00,08:03
30335,30336,30336,Program 1 Dry Contact Uit,2019-12-11 08:04:00,08:04
30336,30337,30337,Program 1 Dry Contact Aan,2019-12-11 08:09:00,08:09
30337,30338,30338,Program 1 Dry Contact Uit,2019-12-11 08:10:00,08:10
30338,30339,30339,Program 1 Dry Contact Aan,2019-12-11 08:14:00,08:14
30339,30340,30340,Program 1 Dry Contact Uit,2019-12-11 08:15:00,08:15
30340,30341,30341,Program 1 Dry Contact Aan,2019-12-11 08:22:00,08:22
30341,30342,30342,Program 1 Dry Contact Uit,2019-12-11 08:23:00,08:23
30342,30343,30343,Program 1 Dry Contact Aan,2019-12-11 08:25:00,08:25
30343,30344,30344,Program 1 Dry Contact Uit,2019-12-11 08:26:00,08:26
30344,30345,30345,Program 1 Dry Contact Aan,2019-12-11 08:34:00,08:34
30345,30346,30346,Program 1 Dry Contact Uit,2019-12-11 08:35:00,08:35
30346,30347,30347,Program 1 Dry Contact Aan,2019-12-11 08:46:00,08:46
30347,30348,30348,Program 1 Dry Contact Uit,2019-12-11 08:47:00,08:47
30348,30349,30349,Program 1 Dry Contact Aan,2019-12-11 08:54:00,08:54
30349,30350,30350,Program 1 Dry Contact Uit,2019-12-11 08:55:00,08:55
30350,30351,30351,Program 1 Dry Contact Aan,2019-12-11 08:58:00,08:58
30351,30352,30352,Program 1 Dry Contact Uit,2019-12-11 08:59:00,08:59
30352,30353,30353,Program 1 Dry Contact Aan,2019-12-11 09:05:00,09:05
30353,30354,30354,Program 1 Dry Contact Uit,2019-12-11 09:06:00,09:06
30354,30355,30355,Program 1 Dry Contact Aan,2019-12-11 09:09:00,09:09
30355,30356,30356,Program 1 Dry Contact Uit,2019-12-11 09:10:00,09:10
30356,30357,30357,Program 1 Dry Contact Aan,2019-12-11 09:19:00,09:19
30357,30358,30358,Program 1 Dry Contact Uit,2019-12-11 09:20:00,09:20
30358,30359,30359,Program 1 Dry Contact Aan,2019-12-11 09:35:00,09:35
30359,30360,30360,Program 1 Dry Contact Uit,2019-12-11 09:35:00,09:35
30360,30361,30361,Program 1 Dry Contact Aan,2019-12-11 09:37:00,09:37
30361,30362,30362,Program 1 Dry Contact Uit,2019-12-11 09:38:00,09:38
30362,30363,30363,Program 1 Dry Contact Aan,2019-12-11 09:44:00,09:44
30363,30364,30364,Program 1 Dry Contact Uit,2019-12-11 09:44:00,09:44
30364,30365,30365,Program 1 Dry Contact Aan,2019-12-11 09:47:00,09:47
30365,30366,30366,Program 1 Dry Contact Uit,2019-12-11 09:48:00,09:48
30366,30367,30367,Program 1 Dry Contact Aan,2019-12-11 09:51:00,09:51
30367,30368,30368,Program 1 Dry Contact Uit,2019-12-11 09:52:00,09:52
30368,30369,30369,Program 1 Dry Contact Aan,2019-12-11 10:00:00,10:00
30369,30370,30370,Program 1 Dry Contact Uit,2019-12-11 10:01:00,10:01
30370,30372,30372,Program 1 Dry Contact Uit,2019-12-11 10:08:00,10:08
30371,30371,30371,Program 1 Dry Contact Aan,2019-12-11 10:08:00,10:08
30372,30373,30373,Program 1 Dry Contact Aan,2019-12-11 10:14:00,10:14
30373,30374,30374,Program 1 Dry Contact Uit,2019-12-11 10:15:00,10:15
30374,30375,30375,Program 1 Dry Contact Aan,2019-12-11 10:21:00,10:21
30375,30376,30376,Program 1 Dry Contact Uit,2019-12-11 10:22:00,10:22
30376,30377,30377,Program 1 Dry Contact Aan,2019-12-11 10:34:00,10:34
30377,30378,30378,Program 1 Dry Contact Uit,2019-12-11 10:35:00,10:35
30378,30379,30379,Program 1 Dry Contact Aan,2019-12-11 10:37:00,10:37
30379,30380,30380,Program 1 Dry Contact Uit,2019-12-11 10:38:00,10:38
30380,30381,30381,Program 1 Dry Contact Aan,2019-12-11 10:43:00,10:43
30381,30382,30382,Program 1 Dry Contact Uit,2019-12-11 10:44:00,10:44
30382,30383,30383,Program 1 Dry Contact Aan,2019-12-11 10:49:00,10:49
30383,30384,30384,Program 1 Dry Contact Uit,2019-12-11 10:50:00,10:50
30384,30386,30386,Program 1 Dry Contact Uit,2019-12-11 10:54:00,10:54
30385,30385,30385,Program 1 Dry Contact Aan,2019-12-11 10:54:00,10:54
30386,30387,30387,Program 1 Dry Contact Aan,2019-12-11 11:09:00,11:09
30387,30388,30388,Program 1 Dry Contact Uit,2019-12-11 11:10:00,11:10
30388,30389,30389,Program 1 Dry Contact Aan,2019-12-11 11:19:00,11:19
30389,30390,30390,Program 1 Dry Contact Uit,2019-12-11 11:20:00,11:20
30390,30391,30391,Program 1 Dry Contact Aan,2019-12-11 11:23:00,11:23
30391,30392,30392,Program 1 Dry Contact Uit,2019-12-11 11:24:00,11:24
30392,30393,30393,Program 1 Dry Contact Aan,2019-12-11 11:26:00,11:26
30393,30394,30394,Program 1 Dry Contact Uit,2019-12-11 11:26:00,11:26
30394,30395,30395,Program 1 Dry Contact Aan,2019-12-11 11:34:00,11:34
30395,30396,30396,Program 1 Dry Contact Uit,2019-12-11 11:34:00,11:34
30396,30397,30397,Program 1 Dry Contact Aan,2019-12-11 11:40:00,11:40
30397,30398,30398,Program 1 Dry Contact Uit,2019-12-11 11:40:00,11:40
30398,30399,30399,Program 1 Dry Contact Aan,2019-12-11 11:46:00,11:46
30399,30400,30400,Program 1 Dry Contact Uit,2019-12-11 11:47:00,11:47
30400,30401,30401,Program 1 Dry Contact Aan,2019-12-11 11:55:00,11:55
30401,30402,30402,Program 1 Dry Contact Uit,2019-12-11 11:56:00,11:56
30402,30403,30403,Program 1 Dry Contact Aan,2019-12-11 12:06:00,12:06
30403,30404,30404,Program 1 Dry Contact Uit,2019-12-11 12:07:00,12:07
30404,30405,30405,Program 1 Dry Contact Aan,2019-12-11 12:15:00,12:15
30405,30406,30406,Program 1 Dry Contact Uit,2019-12-11 12:16:00,12:16
30406,30407,30407,Program 1 Dry Contact Aan,2019-12-11 12:18:00,12:18
30407,30408,30408,Program 1 Dry Contact Uit,2019-12-11 12:19:00,12:19
30408,30409,30409,Program 1 Dry Contact Aan,2019-12-11 12:31:00,12:31
30409,30410,30410,Program 1 Dry Contact Uit,2019-12-11 12:32:00,12:32
30410,30411,30411,Program 1 Dry Contact Aan,2019-12-11 12:34:00,12:34
30411,30412,30412,Program 1 Dry Contact Uit,2019-12-11 12:35:00,12:35
30412,30413,30413,Program 1 Dry Contact Aan,2019-12-11 12:41:00,12:41
30413,30414,30414,Program 1 Dry Contact Uit,2019-12-11 12:42:00,12:42
30414,30416,30416,Program 1 Dry Contact Uit,2019-12-11 12:47:00,12:47
30415,30415,30415,Program 1 Dry Contact Aan,2019-12-11 12:47:00,12:47
30416,30417,30417,Program 1 Dry Contact Aan,2019-12-11 12:56:00,12:56
30417,30418,30418,Program 1 Dry Contact Uit,2019-12-11 12:56:00,12:56
30418,30419,30419,Program 1 Dry Contact Aan,2019-12-11 13:02:00,13:02
30419,30420,30420,Program 1 Dry Contact Uit,2019-12-11 13:02:00,13:02
30420,30421,30421,Program 1 Dry Contact Aan,2019-12-11 13:07:00,13:07
30421,30422,30422,Program 1 Dry Contact Uit,2019-12-11 13:08:00,13:08
30422,30423,30423,Program 1 Dry Contact Aan,2019-12-11 13:15:00,13:15
30423,30424,30424,Program 1 Dry Contact Uit,2019-12-11 13:16:00,13:16
30424,30425,30425,Program 1 Dry Contact Aan,2019-12-11 13:28:00,13:28
30425,30426,30426,Program 1 Dry Contact Uit,2019-12-11 13:28:00,13:28
30426,30427,30427,Program 1 Dry Contact Aan,2019-12-11 13:40:00,13:40
30427,30428,30428,Program 1 Dry Contact Uit,2019-12-11 13:40:00,13:40
30428,30429,30429,Program 1 Dry Contact Aan,2019-12-11 13:42:00,13:42
30429,30430,30430,Program 1 Dry Contact Uit,2019-12-11 13:43:00,13:43
30430,30431,30431,Program 1 Dry Contact Aan,2019-12-11 13:48:00,13:48
30431,30432,30432,Program 1 Dry Contact Uit,2019-12-11 13:49:00,13:49
30432,30433,30433,Program 1 Dry Contact Aan,2019-12-11 13:59:00,13:59
30433,30434,30434,Program 1 Dry Contact Uit,2019-12-11 14:00:00,14:00
30434,30435,30435,Program 1 Dry Contact Aan,2019-12-11 14:03:00,14:03
30435,30436,30436,Program 1 Dry Contact Uit,2019-12-11 14:03:00,14:03
30436,30437,30437,Program 1 Dry Contact Aan,2019-12-11 14:13:00,14:13
30437,30438,30438,Program 1 Dry Contact Uit,2019-12-11 14:14:00,14:14
30438,30439,30439,Program 1 Dry Contact Aan,2019-12-11 14:16:00,14:16
30439,30440,30440,Program 1 Dry Contact Uit,2019-12-11 14:17:00,14:17
30440,30441,30441,Program 1 Dry Contact Aan,2019-12-11 14:26:00,14:26
30441,30442,30442,Program 1 Dry Contact Uit,2019-12-11 14:27:00,14:27
30442,30443,30443,Program 1 Dry Contact Aan,2019-12-11 14:40:00,14:40
30443,30444,30444,Program 1 Dry Contact Uit,2019-12-11 14:41:00,14:41
30444,30445,30445,Program 1 Dry Contact Aan,2019-12-11 14:43:00,14:43
30445,30446,30446,Program 1 Dry Contact Uit,2019-12-11 14:44:00,14:44
30446,30447,30447,Program 1 Dry Contact Aan,2019-12-11 14:51:00,14:51
30447,30448,30448,Program 1 Dry Contact Uit,2019-12-11 14:51:00,14:51
30448,30449,30449,Program 1 Dry Contact Aan,2019-12-11 14:54:00,14:54
30449,30450,30450,Program 1 Dry Contact Uit,2019-12-11 14:55:00,14:55
30450,30451,30451,Program 1 Dry Contact Aan,2019-12-11 15:00:00,15:00
30451,30452,30452,Program 1 Dry Contact Uit,2019-12-11 15:01:00,15:01
30452,30453,30453,Program 1 Dry Contact Aan,2019-12-11 15:07:00,15:07
30453,30454,30454,Program 1 Dry Contact Uit,2019-12-11 15:08:00,15:08
30454,30455,30455,Program 1 Dry Contact Aan,2019-12-11 15:16:00,15:16
30455,30456,30456,Program 1 Dry Contact Uit,2019-12-11 15:17:00,15:17
30456,30457,30457,Program 1 Dry Contact Aan,2019-12-11 15:22:00,15:22
30457,30458,30458,Program 1 Dry Contact Uit,2019-12-11 15:23:00,15:23
30458,30459,30459,Program 1 Dry Contact Aan,2019-12-11 15:31:00,15:31
30459,30460,30460,Program 1 Dry Contact Uit,2019-12-11 15:32:00,15:32
30460,30461,30461,Program 1 Dry Contact Aan,2019-12-11 15:42:00,15:42
30461,30462,30462,Program 1 Dry Contact Uit,2019-12-11 15:43:00,15:43
30462,30464,30464,Program 1 Dry Contact Uit,2019-12-11 15:45:00,15:45
30463,30463,30463,Program 1 Dry Contact Aan,2019-12-11 15:45:00,15:45
30464,30465,30465,Program 1 Dry Contact Aan,2019-12-11 15:51:00,15:51
30465,30466,30466,Program 1 Dry Contact Uit,2019-12-11 15:52:00,15:52
30466,30467,30467,Program 1 Dry Contact Aan,2019-12-11 15:59:00,15:59
